OBJECTID;CRSH_ID;COUNTY;COUNTY_NBR;MUNCIPALIT;ON_RD;DIS;DIR;FROM_RD;TWDS_RD;MLPST_RD;GIS_MP_ROU;MILEPOST;HO_ROUTE_N;HO_ROUTE_C;SEV;CRASH_DATE;DAY;TIME;LIGHT_COND;ROAD_SURFA;ALCOHOL_FL;MOTORCYCLE;HEAVY_TRUC;SPEED_RELA;OLDER_DRIV;TEEN_DRIVE;CRASH_TYPE;LOC_ERROR;geo_shape;geo_point_2d
857;103796615.0;CATAWBA;17.0;HICKORY;SR 2042;0.9;W;SR 2041;NC 10;SR 2042;4000204220.0;0.9;SR 2042;SR;K;2013-06-29T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.39059106906599, 35.597387228033945]}";35.597387228, -81.3905910691
828;104079790.0;CATAWBA;17.0;CLAREMONT;DEPOT;0.0;S;YOUNTS;ST VINCENT;SR 1722;4000172220.0;2.765;SR 1722;SR;K;2014-06-11T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.14623432673137, 35.7110602763106]}";35.7110602763, -81.1462343267
820;102967300.0;CATAWBA;17.0;HICKORY;SR 1502;0.018000000000000002;S;SR 1657;SR 1400;SR 1502;4000150220.0;0.23500000000000001;SR 1502;SR;K;2010-09-13T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.27574926850971, 35.77218535245049]}";35.7721853525, -81.2757492685
852;103822555.0;CHATHAM;18.0;PITTSBORO;NC 751;2.1;S;SR 1731;SR 1733;NC 751;3000075120.0;7.11;NC 751;NC;K;2013-08-05T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.96328342804118, 35.8392368324805]}";35.8392368325, -78.963283428
847;103190699.0;CALDWELL;13.0;LENOIR;US 321;2.2;N;SR 1372;SR 1500;US 321;2000032110.0;28.774;US 321;US;K;2011-06-27T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.62925380112793, 36.08495241713684]}";36.0849524171, -81.6292538011
839;103421987.0;CARTERET;15.0;MOREHEAD CITY;NC 24;0.01;W;SR 1677;SR 1122;NC 24;3000002420.0;12.104000000000001;NC 24;NC;K;2012-04-07T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.91526124521381, 34.72828066351053]}";34.7282806635, -76.9152612452
835;102879721.0;BURKE;11.0;MORGANTON;NC 181;5.0;N;SR 1405;SR 1402;NC 181;3000018110.0;17.48;NC 181;NC;K;2010-06-04T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.81433422219185, 35.91992375024847]}";35.9199237502, -81.8143342222
851;104215670.0;CALDWELL;13.0;LENOIR;NC 268;0.0;;SR 1560;SR 1349;NC 268;3000026810.0;0.9650000000000001;NC 268;NC;K;2014-11-16T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.55874017980554, 35.99016386662753]}";35.9901638666, -81.5587401798
829;104058210.0;CAMDEN;14.0;ELIZABETH CITY;US 17;0.0;;US 17BUS;CL-PASQUOTANK;US 17;2000001710.0;1.03;US 17;US;K;2014-05-05T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.33842691072495, 36.43601633653456]}";36.4360163365, -76.3384269107
967;103875540.0;CUMBERLAND;25.0;FAYETTEVILLE;CLINTON;0.085;NW;DOWNING;CEDAR CREEK;SR 1006;4000100630.0;1.375;SR 1006;SR;K;2013-09-21T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;UNK;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.84210299664618, 35.042800274153905]}";35.0428002742, -78.8421029966
971;103941171.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1003;0.1;NE;SR 1137;SR 1216;SR 1003;4000100330.0;2.27;SR 1003;SR;K;2013-12-29T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.93671892512256, 35.00031614462573]}";35.0003161446, -78.9367189251
989;103596379.0;CUMBERLAND;25.0;HOPE MILLS;NC 162;0.4;E;SR 3065;SR 1003;NC 162;3000016230.0;4.593;NC 162;NC;K;2012-11-01T21:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9536070815959, 34.99169272208337]}";34.9916927221, -78.9536070816
959;103722464.0;CUMBERLAND;25.0;FAYETTEVILLE;OWEN;0.07200000000000001;SE;BOONE;NATO;SR 1007;4000100730.0;4.258;SR 1007;SR;K;2012-08-04T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.92725092465875, 35.02724640856387]}";35.0272464086, -78.9272509247
988;103869004.0;DAVIDSON;28.0;WALLBURG;NC 109;0.014;N;SR 1748;SR 2951;NC 109;3000010930.0;35.526;NC 109;NC;K;2013-10-04T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.13365077721588, 35.995772589196065]}";35.9957725892, -80.1336507772
957;103153144.0;CUMBERLAND;25.0;FAYETTEVILLE;71ST SCHOOL;0.0;;OLD BUNCE;CLIFFDALE;SR 1409;4000140930.0;0.6900000000000001;SR 1409;SR;K;2011-04-22T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.0112588285508, 35.05017084560106]}";35.0501708456, -79.0112588286
977;103769167.0;CUMBERLAND;25.0;FAYETTEVILLE;CLIFFDALE;0.0;;LYNDHURST;WINDEMERE;SR 1400;4000140030.0;6.886;SR 1400;SR;K;2012-10-11T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9760131357334, 35.059877130254556]}";35.0598771303, -78.9760131357
1023;102849212.0;CUMBERLAND;25.0;FAYETTEVILLE;CEDAR CREEK;0.038;E;BUREAU;*LCL J M JOHNSON RD;NC 53;3000005330.0;13.602;NC 53;NC;K;2010-04-17T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.82574418284901, 35.00841731531409]}";35.0084173153, -78.8257441828
1020;103091240.0;CUMBERLAND;25.0;FAYETTEVILLE;CEDAR CREEK;0.2;W;JIM JOHNSON;DECENT;NC 53;3000005330.0;13.67;NC 53;NC;K;2010-09-01T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.82680340432373, 35.008876840917296]}";35.0088768409, -78.8268034043
1021;104014556.0;CUMBERLAND;25.0;FAYETTEVILLE;CEDAR CREEK;0.025;W;BUREAU;FIELDS;NC 53;3000005330.0;13.665000000000001;NC 53;NC;K;2014-02-26T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.82672679773219, 35.00884109861213]}";35.0088410986, -78.8267267977
1011;103683807.0;DAVIDSON;28.0;LEXINGTON;SR 1464;0.002;E;SR 1821;SR 2975;SR 1464;4000146430.0;1.4460000000000002;SR 1464;SR;K;2013-02-16T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.23851044091418, 35.903870568876705]}";35.9038705689, -80.2385104409
1000;103959481.0;CUMBERLAND;25.0;FAYETTEVILLE;HOPE MILLS;0.008;N;WATAUGA;CATALPA;NC 59;3000005930.0;8.001000000000001;NC 59;NC;K;2013-10-06T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;Y;N;Y;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.96095896711326, 35.03865894820902]}";35.0386589482, -78.9609589671
1009;102975366.0;DARE;27.0;MANTEO;US 64;0.1;W;SR 1105;US 264;US 64;2000006430.0;14.83;US 64;US;K;2010-09-28T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.7633085424818, 35.88670026992568]}";35.8867002699, -75.7633085425
1015;103302147.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 3695;0.1;E;SR 3693;SR 3692;SR 3695;4000369530.0;0.28500000000000003;SR 3695;SR;K;2011-10-24T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.99392486969386, 34.996541838434815]}";34.9965418384, -78.9939248697
993;104182206.0;CUMBERLAND;25.0;FAYETTEVILLE;BINGHAM;0.0;;GREENOAKS;MARYKIRK;NC 162;3000016230.0;0.787;NC 162;NC;K;2014-09-04T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.98461540765169, 35.0320177584968]}";35.0320177585, -78.9846154077
1008;102965536.0;CUMBERLAND;25.0;HOPE MILLS;NC 59;0.0;;SR 1123;SR 3352;NC 59;3000005930.0;1.2730000000000001;NC 59;NC;K;2010-09-11T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.93712669628769, 34.951941626842206]}";34.9519416268, -78.9371266963
1039;102810308.0;DAVIDSON;28.0;LEXINGTON;SR 1232;0.07100000000000001;N;SR 1230;SR 1230;SR 1232;4000123230.0;999.999;SR 1232;SR;K;2010-03-06T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
1054;103805239.0;CUMBERLAND;25.0;FAYETTEVILLE;RAMSEY;0.009000000000000001;S;BUCKINGHAM;MULLEN;US 401BUS;2900040130.0;7.651000000000001;US 401BUS;US;K;2012-11-28T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.88129612252246, 35.07701043653474]}";35.0770104365, -78.8812961225
1043;102961207.0;CUMBERLAND;25.0;HOPE MILLS;SR 2252;0.2;N;SR 2251;SR 2249;SR 2252;4000225230.0;5.931;SR 2252;SR;K;2010-01-08T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.90301611668805, 34.86225037139105]}";34.8622503714, -78.9030161167
1065;104072000.0;CURRITUCK;26.0;KITTY HAWK;US 158;0.3;S;SR 1105;SR 1102;US 158;2000015830.0;31.877000000000002;US 158;US;K;2014-05-25T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-75.8043251929609, 36.089494010013595]}";36.08949401, -75.804325193
1040;103121796.0;CUMBERLAND;25.0;FAYETTEVILLE;BRAGG;0.011000000000000001;SE;CAPE FEAR;PEARL;NC 24;3000002430.0;12.141;NC 24;NC;K;2011-02-07T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAWN;WET;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.90817514591636, 35.06880916257518]}";35.0688091626, -78.9081751459
1047;103156502.0;DAVIDSON;28.0;LEXINGTON;US 64;0.01;E;SR 1430;NC 150;US 64;2000006430.0;3.164;US 64;US;K;2011-05-12T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.33214485156877, 35.85567745165485]}";35.8556774517, -80.3321448516
1061;103803863.0;CUMBERLAND;25.0;FAYETTEVILLE;RAEFORD;0.0;;SANDALWOOD;HOPE MILLS;US 401BUS;2900040130.0;0.6900000000000001;US 401BUS;US;K;2013-06-27T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;WET;N;Y;N;N;Y;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9643121652877, 35.04263567215465]}";35.0426356722, -78.9643121653
1042;103010345.0;CUMBERLAND;25.0;FAYETTEVILLE;BRAGG;0.0;;BARRINGTON CROSS;PILOT;NC 24;3000002430.0;11.42;NC 24;NC;K;2010-10-20T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;Y;N;Y;Y;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.92044186840454, 35.07110528700256]}";35.071105287, -78.9204418684
1041;102828551.0;CUMBERLAND;25.0;FAYETTEVILLE;BRAGG;0.0;;GLENVILLE;FILTER PLANT;NC 24;3000002430.0;11.98;NC 24;NC;K;2010-03-18T21:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;Y;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.91097816501798, 35.06916751286172]}";35.0691675129, -78.910978165
1050;103395504.0;CUMBERLAND;25.0;SPRING LAKE;NC 87;0.0;;DEERFIELD;TRAM;NC 24;3000002430.0;1.09;NC 24;NC;K;2011-11-06T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.98999473026139, 35.20029456685934]}";35.2002945669, -78.9899947303
1079;103769164.0;CUMBERLAND;25.0;FAYETTEVILLE;RAMSEY;0.002;S;MEADOW CROFT;ROSAMOND;US 401;2000040130.0;15.368;US 401;US;K;2012-11-30T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.87961186200492, 35.12089494767657]}";35.1208949477, -78.879611862
1119;103027408.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1704;1.8;E;US 401;SR 1609;SR 1704;4000170430.0;1.8;SR 1704;SR;K;2010-11-22T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.81284780773608, 35.214943018956184]}";35.214943019, -78.8128478077
576;102835207.0;CALDWELL;13.0;GRANITE FALLS;SR 1002;0.2;E;SR 1753;SR 1848;SR 1002;4000100210.0;6.03;SR 1002;SR;K;2010-03-22T21:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.41097541772326, 35.832823505398295]}";35.8328235054, -81.4109754177
577;103483202.0;CHATHAM;18.0;SILER CITY;SR 1006;0.3;S;SR 2317;SR 2314;SR 1006;4000100620.0;19.366;SR 1006;SR;K;2012-06-24T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.4552628192824, 35.55220548616514]}";35.5522054862, -79.4552628193
580;103484356.0;BUNCOMBE;10.0;ASHEVILLE;SR 3548;0.0;;SWANNANOA;*;SR 3548;4000354810.0;1.56;SR 3548;SR;K;2012-06-07T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;Y;N;Y;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-82.5762662555739, 35.57779181863698]}";35.5777918186, -82.5762662556
582;102866848.0;CATAWBA;17.0;HICKORY;EIGHTH;0.0;;HIGHLAND;SEVENTH;EIGHTH;5000945420.0;4.8100000000000005;EIGHTH;LCL;K;2010-05-05T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;ROUTE NOT FOUND;;
811;102883349.0;CALDWELL;13.0;GRANITE FALLS;SR 1123;1.09;W;SR 1122;SR 1126;SR 1123;4000112310.0;1.09;SR 1123;SR;K;2010-05-27T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.49897460867709, 35.80569693446336]}";35.8056969345, -81.4989746087
814;103919804.0;BURKE;11.0;MORGANTON;SR 1142;0.4;W;SR 1124;SR 1137;SR 1142;4000114210.0;1.26;SR 1142;SR;K;2013-12-04T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;UNK;N;N;Y;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.82011798792176, 35.68945921554828]}";35.6894592155, -81.8201179879
801;103658416.0;BURKE;11.0;MORGANTON;SR 1439;0.4;E;NC 181;SR 1410;SR 1439;4000143910.0;0.4;SR 1439;SR;K;2013-01-22T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.78174205599927, 35.812415007063336]}";35.8124150071, -81.781742056
795;103998658.0;CATAWBA;17.0;CATAWBA;SR 1004;0.36;S;SR 1825;SR 1829;SR 1004;4000100420.0;3.4120000000000004;SR 1004;SR;K;2014-03-09T21:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.04865701817697, 35.693626915813965]}";35.6936269158, -81.0486570182
804;103148359.0;CARTERET;15.0;BEAUFORT;SR 1458;0.023;S;SR 1429;SR 1433;SR 1458;4000145820.0;0.023;SR 1458;SR;K;2011-04-28T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.62794876980686, 34.74858644432435]}";34.7485864443, -76.6279487698
812;104285970.0;CHATHAM;18.0;SILER CITY;THIRD;0.0;SW;SECOND;FOURTH;SR 1107;4000110720.0;3.5260000000000002;SR 1107;SR;K;2013-10-22T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.46317220101308, 35.72539578524979]}";35.7253957852, -79.463172201
815;102917701.0;BUNCOMBE;10.0;ASHEVILLE;SR 2816;0.3;N;SR 2818;SR 2782;SR 2816;4000281610.0;1.1500000000000001;SR 2816;SR;K;2010-07-19T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-82.39290784754218, 35.53076754505845]}";35.5307675451, -82.3929078475
807;102904002.0;CATAWBA;17.0;CATAWBA;SR 1822;1.9000000000000001;S;SR 1826;SR 1824;SR 1822;4000182220.0;0.8250000000000001;SR 1822;SR;K;2010-07-04T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAWN;DRY;UNK;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.0646206072425, 35.67426484849565]}";35.6742648485, -81.0646206072
798;103138534.0;CALDWELL;13.0;LENOIR;SR 1310;0.2;N;SR 1339;SR 1143;SR 1310;4000131010.0;2.415;SR 1310;SR;K;2011-04-16T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.6249362994241, 35.92754734211282]}";35.9275473421, -81.6249362994
809;103711549.0;CATAWBA;17.0;HICKORY;NC 127;0.0;;THIRD;SECOND;NC 127;3000012720.0;999.999;NC 127;NC;K;2013-03-06T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;Y;N;FRONTAL_IMPACT;ROUTE MEASURE NOT FOUND;;
590;102990249.0;CALDWELL;13.0;BLOWING ROCK;US 321;0.3;N;SR 1500;ML-BLOWING ROCK;US 321;2000032110.0;30.802000000000003;US 321;US;K;2010-10-13T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.65063410369629, 36.107263615347826]}";36.1072636153, -81.6506341037
612;103748062.0;CASWELL;16.0;YANCEYVILLE;US 29;1.0;S;SR 1341;CL-ROCKINGHAM;US 29;2000002920.0;0.8380000000000001;US 29;US;K;2013-05-08T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.50398933547216, 36.476893432543086]}";36.4768934325, -79.5039893355
613;103658116.0;BURKE;11.0;VALDESE;I 40;0.3;E;SR 1744;SR 1001;I 40;1000004010.0;18.856;I 40;INTERSTATE;K;2013-01-17T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;ICE;N;N;Y;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.5405211118696, 35.73156101059574]}";35.7315610106, -81.5405211119
598;103066249.0;CASWELL;16.0;YANCEYVILLE;SR 1311;0.1;E;SR 1310;SR 1312;SR 1311;4000131120.0;3.48;SR 1311;SR;K;2011-01-05T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;ICE;N;N;N;Y;N;Y;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.41345778531151, 36.41457160639564]}";36.4145716064, -79.4134577853
629;103311249.0;CHATHAM;18.0;PITTSBORO;US 15;0.1;N;SR 1523;SR 1524;US 15;2000001520.0;14.41;US 15;US;K;2011-11-23T20:00:00-05:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.14927643304038, 35.77385612413523]}";35.7738561241, -79.149276433
596;103749435.0;CALDWELL;13.0;LENOIR;NC 268;0.3;E;SR 1569;SR 1512;NC 268;3000026810.0;6.875;NC 268;NC;K;2013-05-12T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.48226613548957, 36.02993059338389]}";36.0299305934, -81.4822661355
627;104070477.0;BURKE;11.0;MORGANTON;SR 1426;0.4;S;SR 1435;SR 1438;SR 1426;4000142610.0;4.1;SR 1426;SR;K;2014-05-24T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.67789206546932, 35.81925114166164]}";35.8192511417, -81.6778920655
637;102892068.0;CALDWELL;13.0;HUDSON;SR 1122;0.3;SW;SR 1123;SR 1116;SR 1122;4000112210.0;0.784;SR 1122;SR;K;2010-06-11T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAWN;DRY;Y;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.48168745508355, 35.81611454863018]}";35.8161145486, -81.4816874551
601;104023579.0;CABARRUS;12.0;KANNAPOLIS;LANE;0.0;;HAZEL;LAURA;SR 2180;4000218010.0;0.465;SR 2180;SR;K;2014-03-21T21:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;Y;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.59975482493111, 35.501589290289054]}";35.5015892903, -80.5997548249
618;102913057.0;CABARRUS;12.0;CONCORD;I 85;0.11;S;*MILE 60.2;NC 3;I 85;1000008510.0;999.999;I 85;INTERSTATE;K;2010-07-07T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;OTHER;ROUTE MEASURE NOT FOUND;;
